ROI;NUM_NETWORKS;Hemisphere;RSN_Label;ROI_Label;X;Y;Z
666;17Networks;RH;DorsAttnA;TempOcc8;50;-60;4
667;17Networks;RH;DorsAttnA;ParOcc1;50;-66;8
668;17Networks;RH;DorsAttnA;ParOcc2;52;-60;14
669;17Networks;RH;DorsAttnA;ParOcc3;48;-72;12
670;17Networks;RH;DorsAttnA;ParOcc4;48;-58;20
671;17Networks;RH;DorsAttnA;ParOcc5;46;-68;18
672;17Networks;RH;DorsAttnA;ParOcc6;44;-80;16
673;17Networks;RH;DorsAttnA;ParOcc7;40;-84;26
674;17Networks;RH;DorsAttnA;ParOcc8;34;-76;22
675;17Networks;RH;DorsAttnA;ParOcc9;38;-78;32
676;17Networks;RH;DorsAttnA;SPL1;30;-66;34
677;17Networks;RH;DorsAttnA;SPL2;30;-76;40
678;17Networks;RH;DorsAttnA;SPL3;22;-82;48
679;17Networks;RH;DorsAttnA;SPL4;24;-74;52
680;17Networks;RH;DorsAttnA;SPL5;24;-66;46
681;17Networks;RH;DorsAttnA;SPL6;30;-64;52
682;17Networks;RH;DorsAttnA;SPL7;14;-78;52
683;17Networks;RH;DorsAttnA;SPL8;36;-46;52
684;17Networks;RH;DorsAttnA;SPL9;32;-58;58
685;17Networks;RH;DorsAttnA;SPL10;30;-50;52
686;17Networks;RH;DorsAttnA;SPL11;18;-70;54
687;17Networks;RH;DorsAttnA;SPL12;24;-66;56
688;17Networks;RH;DorsAttnA;SPL13;10;-72;54
689;17Networks;RH;DorsAttnA;SPL14;30;-54;62
690;17Networks;RH;DorsAttnA;SPL15;24;-60;62
691;17Networks;RH;DorsAttnA;SPL16;20;-66;64
692;17Networks;RH;DorsAttnA;SPL17;10;-64;62
693;17Networks;RH;DorsAttnB;TempOcc1;62;-54;2
694;17Networks;RH;DorsAttnB;PostC1;60;-12;32
695;17Networks;RH;DorsAttnB;PostC2;64;-22;40
696;17Networks;RH;DorsAttnB;PostC3;58;-18;34
697;17Networks;RH;DorsAttnB;PostC4;56;-16;38
698;17Networks;RH;DorsAttnB;PostC5;56;-22;44
699;17Networks;RH;DorsAttnB;PostC6;54;-28;52
700;17Networks;RH;DorsAttnB;PostC7;48;-28;42
701;17Networks;RH;DorsAttnB;PostC8;42;-38;56
702;17Networks;RH;DorsAttnB;PostC9;40;-32;44
703;17Networks;RH;DorsAttnB;PostC10;42;-28;44
704;17Networks;RH;DorsAttnB;PostC11;34;-34;48
705;17Networks;RH;DorsAttnB;PostC12;38;-40;58
706;17Networks;RH;DorsAttnB;PostC13;38;-48;62
707;17Networks;RH;DorsAttnB;PostC14;6;-54;60
708;17Networks;RH;DorsAttnB;PostC15;30;-48;70
709;17Networks;RH;DorsAttnB;PostC16;10;-46;64
710;17Networks;RH;DorsAttnB;PostC17;22;-56;70
711;17Networks;RH;DorsAttnB;PostC18;16;-56;68
712;17Networks;RH;DorsAttnB;PostC19;8;-52;70
713;17Networks;RH;DorsAttnB;PostC20;20;-48;70
714;17Networks;RH;DorsAttnB;FEF1;42;-2;52
715;17Networks;RH;DorsAttnB;FEF2;32;-2;52
716;17Networks;RH;DorsAttnB;FEF3;26;4;52
717;17Networks;RH;DorsAttnB;FEF4;34;-8;58
718;17Networks;RH;DorsAttnB;FEF5;26;-8;52
719;17Networks;RH;DorsAttnB;FEF6;24;-4;62
720;17Networks;RH;DorsAttnB;PrCv1;54;10;30
721;17Networks;RH;SalVentAttnA;ParOper1;64;-32;20
722;17Networks;RH;SalVentAttnA;ParOper2;54;-32;24
723;17Networks;RH;SalVentAttnA;ParOper3;64;-40;20
724;17Networks;RH;SalVentAttnA;ParOper4;50;-28;26
725;17Networks;RH;SalVentAttnA;ParOper5;64;-32;28
726;17Networks;RH;SalVentAttnA;ParOper6;60;-20;20
727;17Networks;RH;SalVentAttnA;ParOper7;56;-30;34
728;17Networks;RH;SalVentAttnA;ParOper8;60;-24;28
729;17Networks;RH;SalVentAttnA;ParOper9;62;-28;38
730;17Networks;RH;SalVentAttnA;ParOper10;64;-18;28
731;17Networks;RH;SalVentAttnA;PrC1;50;-2;48
732;17Networks;RH;SalVentAttnA;PrC2;48;-8;52
733;17Networks;RH;SalVentAttnA;FrOper1;38;12;10
734;17Networks;RH;SalVentAttnA;FrOper2;44;12;4
735;17Networks;RH;SalVentAttnA;FrOper3;40;2;14
736;17Networks;RH;SalVentAttnA;FrOper4;50;8;0
737;17Networks;RH;SalVentAttnA;FrOper5;48;0;6
738;17Networks;RH;SalVentAttnA;FrOper6;58;4;6
739;17Networks;RH;SalVentAttnA;FrOper7;56;8;12
740;17Networks;RH;SalVentAttnA;FrOper8;60;10;20
741;17Networks;RH;SalVentAttnA;Ins1;38;8;-20
742;17Networks;RH;SalVentAttnA;Ins2;38;10;-12
743;17Networks;RH;SalVentAttnA;Ins3;40;0;-12
744;17Networks;RH;SalVentAttnA;Ins4;40;10;-2
745;17Networks;RH;SalVentAttnA;Ins5;40;-6;-6
746;17Networks;RH;SalVentAttnA;Ins6;38;6;4
747;17Networks;RH;SalVentAttnA;Ins7;40;-14;2
748;17Networks;RH;SalVentAttnA;Ins8;34;20;10
749;17Networks;RH;SalVentAttnA;Ins9;34;6;10
750;17Networks;RH;SalVentAttnA;ParMed1;8;-26;40
751;17Networks;RH;SalVentAttnA;ParMed2;8;-14;40
752;17Networks;RH;SalVentAttnA;ParMed3;10;-34;42
753;17Networks;RH;SalVentAttnA;ParMed4;14;-24;38
754;17Networks;RH;SalVentAttnA;ParMed5;12;-40;44
755;17Networks;RH;SalVentAttnA;ParMed6;16;-30;44
756;17Networks;RH;SalVentAttnA;ParMed7;12;-22;46
757;17Networks;RH;SalVentAttnA;ParMed8;8;-42;50
758;17Networks;RH;SalVentAttnA;ParMed9;14;-36;52
759;17Networks;RH;SalVentAttnA;ParMed10;6;-46;58
760;17Networks;RH;SalVentAttnA;ParMed11;14;-44;58
761;17Networks;RH;SalVentAttnA;FrMed1;4;10;34
762;17Networks;RH;SalVentAttnA;FrMed2;4;-6;36
763;17Networks;RH;SalVentAttnA;FrMed3;8;14;40
764;17Networks;RH;SalVentAttnA;FrMed4;6;-2;42
765;17Networks;RH;SalVentAttnA;FrMed5;10;2;46
766;17Networks;RH;SalVentAttnA;FrMed6;8;14;50
767;17Networks;RH;SalVentAttnA;FrMed7;6;0;54
768;17Networks;RH;SalVentAttnA;FrMed8;6;0;66
769;17Networks;RH;SalVentAttnA;FrMed9;16;6;70
770;17Networks;RH;SalVentAttnA;FrMed10;12;-4;72
771;17Networks;RH;SalVentAttnB;IPL1;54;-42;28
772;17Networks;RH;SalVentAttnB;IPL2;64;-40;28
773;17Networks;RH;SalVentAttnB;IPL3;64;-34;40
774;17Networks;RH;SalVentAttnB;IPL4;58;-38;38
775;17Networks;RH;SalVentAttnB;PFCl1;42;48;18
776;17Networks;RH;SalVentAttnB;PFCl2;32;48;20
777;17Networks;RH;SalVentAttnB;PFCl3;24;56;26
778;17Networks;RH;SalVentAttnB;PFCl4;38;42;30
779;17Networks;RH;SalVentAttnB;PFCl5;28;44;32
780;17Networks;RH;SalVentAttnB;PFCl6;36;36;40
781;17Networks;RH;SalVentAttnB;PFClv1;50;40;4
782;17Networks;RH;SalVentAttnB;PFClv2;40;50;6
783;17Networks;RH;SalVentAttnB;Ins1;32;20;-12
784;17Networks;RH;SalVentAttnB;Ins2;34;20;-6
785;17Networks;RH;SalVentAttnB;Ins3;34;26;-8
786;17Networks;RH;SalVentAttnB;Ins4;42;26;-6
787;17Networks;RH;SalVentAttnB;Ins5;34;24;2
788;17Networks;RH;SalVentAttnB;Ins6;38;30;2
789;17Networks;RH;SalVentAttnB;Ins7;42;24;6
790;17Networks;RH;SalVentAttnB;Ins8;48;20;2
791;17Networks;RH;SalVentAttnB;Ins9;52;14;8
792;17Networks;RH;SalVentAttnB;PFCmp1;8;36;20
793;17Networks;RH;SalVentAttnB;PFCmp2;4;24;26
794;17Networks;RH;SalVentAttnB;PFCmp3;10;28;28
795;17Networks;RH;SalVentAttnB;PFCmp4;8;24;38
796;17Networks;RH;SalVentAttnB;PFCmp5;4;10;60
797;17Networks;RH;SalVentAttnB;Cinga1;6;20;22
798;17Networks;RH;LimbicB;OFC1;20;14;-22
799;17Networks;RH;LimbicB;OFC2;14;16;-16
800;17Networks;RH;LimbicB;OFC3;16;26;-24
801;17Networks;RH;LimbicB;OFC4;10;28;-20
802;17Networks;RH;LimbicB;OFC5;10;40;-24
803;17Networks;RH;LimbicB;OFC6;24;28;-18
804;17Networks;RH;LimbicB;OFC7;28;18;-20
805;17Networks;RH;LimbicB;OFC8;16;48;-20
806;17Networks;RH;LimbicB;OFC9;24;40;-16
807;17Networks;RH;LimbicB;OFC10;4;20;-20
808;17Networks;RH;LimbicB;OFC11;4;40;-26
809;17Networks;RH;LimbicB;OFC12;6;54;-22
810;17Networks;RH;LimbicB;OFC13;14;60;-18
811;17Networks;RH;LimbicB;OFC14;4;26;-12
812;17Networks;RH;LimbicB;OFC15;6;64;-12
813;17Networks;RH;LimbicB;OFC16;22;62;-10
814;17Networks;RH;LimbicA;TempPole1;28;2;-44
815;17Networks;RH;LimbicA;TempPole2;34;10;-40
816;17Networks;RH;LimbicA;TempPole3;48;-6;-40
817;17Networks;RH;LimbicA;TempPole4;40;-10;-34
818;17Networks;RH;LimbicA;TempPole5;32;-10;-36
819;17Networks;RH;LimbicA;TempPole6;20;0;-32
820;17Networks;RH;LimbicA;TempPole7;24;8;-32
821;17Networks;RH;LimbicA;TempPole8;50;-20;-30
822;17Networks;RH;LimbicA;TempPole9;42;-20;-26
823;17Networks;RH;LimbicA;TempPole10;38;20;-32
824;17Networks;RH;LimbicA;TempPole11;60;-20;-30
825;17Networks;RH;LimbicA;TempPole12;22;-12;-30
826;17Networks;RH;LimbicA;TempPole13;44;-30;-22
827;17Networks;RH;LimbicA;TempPole14;32;10;-28
828;17Networks;RH;LimbicA;TempPole15;42;12;-22
829;17Networks;RH;ContA;Temp1;58;-54;-16
830;17Networks;RH;ContA;Temp2;66;-46;-2
831;17Networks;RH;ContA;IPS1;36;-72;40
832;17Networks;RH;ContA;IPS2;60;-32;50
833;17Networks;RH;ContA;IPS3;54;-34;50
834;17Networks;RH;ContA;IPS4;48;-40;46
835;17Networks;RH;ContA;IPS5;38;-68;50
836;17Networks;RH;ContA;IPS6;32;-68;48
837;17Networks;RH;ContA;IPS7;48;-36;56
838;17Networks;RH;ContA;IPS8;44;-48;46
839;17Networks;RH;ContA;IPS9;44;-40;44
840;17Networks;RH;ContA;IPS10;38;-42;44
841;17Networks;RH;ContA;IPS11;36;-52;42
842;17Networks;RH;ContA;IPS12;36;-58;50
843;17Networks;RH;ContA;PFCd1;24;8;62
844;17Networks;RH;ContA;PFCl1;54;30;14
845;17Networks;RH;ContA;PFCl2;42;38;12
846;17Networks;RH;ContA;PFCl3;54;18;20
847;17Networks;RH;ContA;PFCl4;50;12;22
848;17Networks;RH;ContA;PFCl5;46;28;22
849;17Networks;RH;ContA;PFCl6;44;18;24
850;17Networks;RH;ContA;PFCl7;46;36;26
851;17Networks;RH;ContA;PFCl8;44;8;26
852;17Networks;RH;ContA;PFCl9;42;18;30
853;17Networks;RH;ContA;PFCl10;36;8;34
854;17Networks;RH;ContA;PFCl11;50;4;40
855;17Networks;RH;ContA;Cingm1;6;8;28
856;17Networks;RH;ContA;Cingm2;6;0;30
857;17Networks;RH;ContB;Temp1;60;-28;-24
858;17Networks;RH;ContB;Temp2;64;-24;-16
859;17Networks;RH;ContB;Temp3;60;-38;-18
860;17Networks;RH;ContB;Temp4;68;-30;-12
861;17Networks;RH;ContB;Temp5;64;-40;-10
862;17Networks;RH;ContB;IPL1;54;-46;32
863;17Networks;RH;ContB;IPL2;60;-46;32
864;17Networks;RH;ContB;IPL3;58;-46;40
865;17Networks;RH;ContB;IPL4;40;-76;42
866;17Networks;RH;ContB;IPL5;52;-58;44
867;17Networks;RH;ContB;IPL6;56;-50;46
868;17Networks;RH;ContB;IPL7;56;-42;48
869;17Networks;RH;ContB;IPL8;44;-68;48
870;17Networks;RH;ContB;IPL9;48;-58;54
871;17Networks;RH;ContB;IPL10;50;-44;50
872;17Networks;RH;ContB;IPL11;48;-50;54
873;17Networks;RH;ContB;IPL12;42;-58;50
874;17Networks;RH;ContB;PFCld1;50;24;32
875;17Networks;RH;ContB;PFCld2;44;30;36
876;17Networks;RH;ContB;PFCld3;48;16;40
877;17Networks;RH;ContB;PFCld4;40;10;46
878;17Networks;RH;ContB;PFCld5;42;24;48
879;17Networks;RH;ContB;PFCld6;32;30;46
880;17Networks;RH;ContB;PFCld7;44;6;50
881;17Networks;RH;ContB;PFCld8;38;10;58
882;17Networks;RH;ContB;PFCld9;30;16;54
883;17Networks;RH;ContB;PFCld10;24;16;46
884;17Networks;RH;ContB;PFCld11;20;18;62
885;17Networks;RH;ContB;PFClv1;36;38;-12
886;17Networks;RH;ContB;PFClv2;28;52;-14
887;17Networks;RH;ContB;PFClv3;40;52;-12
888;17Networks;RH;ContB;PFClv4;32;58;-2
889;17Networks;RH;ContB;PFClv5;44;50;-4
890;17Networks;RH;ContB;PFClv6;24;62;2
891;17Networks;RH;ContB;PFClv7;32;56;10
892;17Networks;RH;ContB;PFClv8;26;60;14
893;17Networks;RH;ContB;PFCmp1;6;36;32
894;17Networks;RH;ContB;PFCmp2;4;38;48
895;17Networks;RH;ContB;PFCmp3;6;26;48
896;17Networks;RH;ContC;pCun1;18;-64;26
897;17Networks;RH;ContC;pCun2;14;-68;36
898;17Networks;RH;ContC;pCun3;6;-38;40
899;17Networks;RH;ContC;pCun4;14;-76;44
900;17Networks;RH;ContC;pCun5;8;-44;40
901;17Networks;RH;ContC;pCun6;8;-50;44
902;17Networks;RH;ContC;pCun7;6;-74;46
903;17Networks;RH;ContC;pCun8;6;-62;44
904;17Networks;RH;ContC;pCun9;6;-52;50
905;17Networks;RH;ContC;pCun10;4;-66;52
906;17Networks;RH;ContC;pCun11;8;-56;54
907;17Networks;RH;ContC;Cingp1;8;-42;22
908;17Networks;RH;ContC;Cingp2;6;-22;26
909;17Networks;RH;ContC;Cingp3;6;-32;26
910;17Networks;RH;ContC;Cingp4;6;-16;30
911;17Networks;RH;DefaultA;Temp1;58;-4;-18
912;17Networks;RH;DefaultA;Temp2;66;-12;-12
913;17Networks;RH;DefaultA;IPL1;50;-50;18
914;17Networks;RH;DefaultA;IPL2;56;-46;22
915;17Networks;RH;DefaultA;IPL3;46;-54;28
916;17Networks;RH;DefaultA;IPL4;58;-52;24
917;17Networks;RH;DefaultA;IPL5;48;-60;34
918;17Networks;RH;DefaultA;IPL6;48;-68;36
919;17Networks;RH;DefaultA;IPL7;56;-54;34
920;17Networks;RH;DefaultA;IPL8;48;-62;42
921;17Networks;RH;DefaultA;PFCd1;20;46;36
922;17Networks;RH;DefaultA;PFCd2;26;34;34
923;17Networks;RH;DefaultA;PFCd3;22;40;46
924;17Networks;RH;DefaultA;PFCd4;26;28;42
925;17Networks;RH;DefaultA;PFCd5;24;26;54
926;17Networks;RH;DefaultA;pCunPCC1;6;-46;14
927;17Networks;RH;DefaultA;pCunPCC2;6;-52;20
928;17Networks;RH;DefaultA;pCunPCC3;4;-62;22
929;17Networks;RH;DefaultA;pCunPCC4;4;-46;28
930;17Networks;RH;DefaultA;pCunPCC5;6;-66;28
931;17Networks;RH;DefaultA;pCunPCC6;8;-54;28
932;17Networks;RH;DefaultA;pCunPCC7;6;-38;32
933;17Networks;RH;DefaultA;pCunPCC8;4;-30;36
934;17Networks;RH;DefaultA;pCunPCC9;12;-44;34
935;17Networks;RH;DefaultA;pCunPCC10;4;-16;38
936;17Networks;RH;DefaultA;pCunPCC11;4;-66;36
937;17Networks;RH;DefaultA;pCunPCC12;10;-54;36
938;17Networks;RH;DefaultA;PFCm1;6;46;-12
939;17Networks;RH;DefaultA;PFCm2;6;34;-6
940;17Networks;RH;DefaultA;PFCm3;8;52;-4
941;17Networks;RH;DefaultA;PFCm4;8;68;0
942;17Networks;RH;DefaultA;PFCm5;10;46;0
943;17Networks;RH;DefaultA;PFCm6;18;68;10
944;17Networks;RH;DefaultA;PFCm7;8;42;6
945;17Networks;RH;DefaultA;PFCm8;8;58;10
946;17Networks;RH;DefaultA;PFCm9;6;30;14
947;17Networks;RH;DefaultA;PFCm10;8;46;22
948;17Networks;RH;DefaultB;Temp1;64;-22;-8
949;17Networks;RH;DefaultB;Temp2;54;-26;-6
950;17Networks;RH;DefaultB;Temp3;64;-34;-2
951;17Networks;RH;DefaultB;AntTemp1;48;10;-36
952;17Networks;RH;DefaultB;AntTemp2;50;0;-32
953;17Networks;RH;DefaultB;AntTemp3;60;-8;-24
954;17Networks;RH;DefaultB;AntTemp4;52;8;-26
955;17Networks;RH;DefaultB;PFCd1;16;64;20
956;17Networks;RH;DefaultB;PFCd2;6;58;28
957;17Networks;RH;DefaultB;PFCd3;16;54;36
958;17Networks;RH;DefaultB;PFCd4;4;46;36
959;17Networks;RH;DefaultB;PFCd5;10;48;48
960;17Networks;RH;DefaultB;PFCd6;14;34;56
961;17Networks;RH;DefaultB;PFCd7;6;24;60
962;17Networks;RH;DefaultB;PFCd8;12;20;64
963;17Networks;RH;DefaultB;PFCv1;36;26;-20
964;17Networks;RH;DefaultB;PFCv2;42;26;-14
965;17Networks;RH;DefaultB;PFCv3;48;34;-14
966;17Networks;RH;DefaultB;PFCv4;50;34;-6
967;17Networks;RH;DefaultB;PFCv5;52;30;2
968;17Networks;RH;DefaultB;PFCv6;56;22;10
969;17Networks;RH;DefaultC;IPL1;50;-64;26
970;17Networks;RH;DefaultC;IPL2;46;-76;28
971;17Networks;RH;DefaultC;Rsp1;12;-44;2
972;17Networks;RH;DefaultC;Rsp2;10;-48;8
973;17Networks;RH;DefaultC;Rsp3;10;-54;14
974;17Networks;RH;DefaultC;Rsp4;16;-58;22
975;17Networks;RH;DefaultC;PHC1;34;-22;-26
976;17Networks;RH;DefaultC;PHC2;22;-22;-24
977;17Networks;RH;DefaultC;PHC3;30;-32;-16
978;17Networks;RH;DefaultC;PHC4;20;-32;-16
979;17Networks;RH;TempPar;1;48;18;-22
980;17Networks;RH;TempPar;2;54;4;-14
981;17Networks;RH;TempPar;3;50;-8;-12
982;17Networks;RH;TempPar;4;50;-18;-10
983;17Networks;RH;TempPar;5;60;-2;-6
984;17Networks;RH;TempPar;6;56;-12;-4
985;17Networks;RH;TempPar;7;48;-22;-4
986;17Networks;RH;TempPar;8;62;-14;-2
987;17Networks;RH;TempPar;9;48;-30;0
988;17Networks;RH;TempPar;10;56;-38;0
989;17Networks;RH;TempPar;11;64;-46;4
990;17Networks;RH;TempPar;12;62;-24;2
991;17Networks;RH;TempPar;13;48;-36;4
992;17Networks;RH;TempPar;14;56;-32;4
993;17Networks;RH;TempPar;15;56;-42;8
994;17Networks;RH;TempPar;16;58;-54;8
995;17Networks;RH;TempPar;17;58;-48;10
996;17Networks;RH;TempPar;18;52;-40;12
997;17Networks;RH;TempPar;19;64;-36;12
998;17Networks;RH;TempPar;20;50;-54;14
999;17Networks;RH;TempPar;21;52;-44;18
1000;17Networks;RH;TempPar;22;56;-40;20